Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
2/2/2023,Mango Raw,1kg,106,122 - 135,127 - 175
2/3/2023,Mango Raw,1kg,90,104 - 114,108 - 149
2/4/2023,Mango Raw,1kg,90,104 - 114,108 - 149
2/5/2023,Mango Raw,1kg,90,104 - 114,108 - 149
2/6/2023,Mango Raw,1kg,99,114 - 126,119 - 163
2/7/2023,Mango Raw,1kg,99,114 - 126,119 - 163
2/8/2023,Mango Raw,1kg,99,114 - 126,119 - 163
2/9/2023,Mango Raw,1kg,107,123 - 136,128 - 177
2/10/2023,Mango Raw,1kg,107,123 - 136,128 - 177
2/11/2023,Mango Raw,1kg,107,123 - 136,128 - 177
2/12/2023,Mango Raw,1kg,103,118 - 131,124 - 170
2/13/2023,Mango Raw,1kg,103,118 - 131,124 - 170
2/14/2023,Mango Raw,1kg,103,118 - 131,124 - 170
2/15/2023,Mango Raw,1kg,103,118 - 131,124 - 170
2/16/2023,Mango Raw,1kg,83,95 - 105,100 - 137
2/17/2023,Mango Raw,1kg,83,95 - 105,100 - 137
2/18/2023,Mango Raw,1kg,83,95 - 105,100 - 137
2/19/2023,Mango Raw,1kg,85,98 - 108,102 - 140
2/20/2023,Mango Raw,1kg,85,98 - 108,102 - 140
2/21/2023,Mango Raw,1kg,85,98 - 108,102 - 140
2/22/2023,Mango Raw,1kg,85,98 - 108,102 - 140
2/23/2023,Mango Raw,1kg,104,120 - 132,125 - 172
2/24/2023,Mango Raw,1kg,104,120 - 132,125 - 172
2/25/2023,Mango Raw,1kg,89,102 - 113,107 - 147
2/26/2023,Mango Raw,1kg,89,102 - 113,107 - 147
2/27/2023,Mango Raw,1kg,89,102 - 113,107 - 147
2/28/2023,Mango Raw,1kg,97,112 - 123,116 - 160
3/1/2023,Mango Raw,1kg,97,112 - 123,116 - 160
3/2/2023,Mango Raw,1kg,97,112 - 123,116 - 160
3/3/2023,Mango Raw,1kg,97,112 - 123,116 - 160
3/4/2023,Mango Raw,1kg,96,110 - 122,115 - 158
3/5/2023,Mango Raw,1kg,96,110 - 122,115 - 158
3/6/2023,Mango Raw,1kg,96,110 - 122,115 - 158
3/7/2023,Mango Raw,1kg,96,110 - 122,115 - 158
3/8/2023,Mango Raw,1kg,96,110 - 122,115 - 158
3/9/2023,Mango Raw,1kg,96,110 - 122,115 - 158
3/10/2023,Mango Raw,1kg,86,99 - 109,103 - 142
3/11/2023,Mango Raw,1kg,86,99 - 109,103 - 142
3/12/2023,Mango Raw,1kg,86,99 - 109,103 - 142
3/13/2023,Mango Raw,1kg,86,99 - 109,103 - 142
3/14/2023,Mango Raw,1kg,106,122 - 135,127 - 175
3/15/2023,Mango Raw,1kg,106,122 - 135,127 - 175
3/16/2023,Mango Raw,1kg,106,122 - 135,127 - 175
3/17/2023,Mango Raw,1kg,100,115 - 127,120 - 165
3/18/2023,Mango Raw,1kg,100,115 - 127,120 - 165
3/19/2023,Mango Raw,1kg,82,94 - 104,98 - 135
3/20/2023,Mango Raw,1kg,82,94 - 104,98 - 135
3/21/2023,Mango Raw,1kg,82,94 - 104,98 - 135
3/22/2023,Mango Raw,1kg,82,94 - 104,98 - 135
3/23/2023,Mango Raw,1kg,82,94 - 104,98 - 135
3/24/2023,Mango Raw,1kg,101,116 - 128,121 - 167
3/25/2023,Mango Raw,1kg,101,116 - 128,121 - 167
3/26/2023,Mango Raw,1kg,86,99 - 109,103 - 142
3/27/2023,Mango Raw,1kg,86,99 - 109,103 - 142
3/28/2023,Mango Raw,1kg,86,99 - 109,103 - 142
3/29/2023,Mango Raw,1kg,98,113 - 124,118 - 162
3/30/2023,Mango Raw,1kg,98,113 - 124,118 - 162
3/31/2023,Mango Raw,1kg,98,113 - 124,118 - 162
4/1/2023,Mango Raw,1kg,100,115 - 127,120 - 165
4/2/2023,Mango Raw,1kg,100,115 - 127,120 - 165
4/3/2023,Mango Raw,1kg,100,115 - 127,120 - 165
4/4/2023,Mango Raw,1kg,100,115 - 127,120 - 165
4/5/2023,Mango Raw,1kg,42,48 - 53,50 - 69
4/6/2023,Mango Raw,1kg,42,48 - 53,50 - 69
4/7/2023,Mango Raw,1kg,42,48 - 53,50 - 69
4/8/2023,Mango Raw,1kg,42,48 - 53,50 - 69
4/9/2023,Mango Raw,1kg,42,48 - 53,50 - 69
4/10/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/11/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/12/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/13/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/14/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/15/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/16/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/17/2023,Mango Raw,1kg,32,37 - 41,38 - 53
4/18/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/19/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/20/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/21/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/22/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/23/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/24/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/25/2023,Mango Raw,1kg,35,40 - 44,42 - 58
4/26/2023,Mango Raw,1kg,29,33 - 37,35 - 48
4/27/2023,Mango Raw,1kg,29,33 - 37,35 - 48
4/28/2023,Mango Raw,1kg,29,33 - 37,35 - 48
4/29/2023,Mango Raw,1kg,28,32 - 36,34 - 46
4/30/2023,Mango Raw,1kg,28,32 - 36,34 - 46
5/1/2023,Mango Raw,1kg,28,32 - 36,34 - 46
5/2/2023,Mango Raw,1kg,35,40 - 44,42 - 58
5/3/2023,Mango Raw,1kg,35,40 - 44,42 - 58
5/4/2023,Mango Raw,1kg,35,40 - 44,42 - 58
5/5/2023,Mango Raw,1kg,35,40 - 44,42 - 58
5/6/2023,Mango Raw,1kg,35,40 - 44,42 - 58
5/7/2023,Mango Raw,1kg,34,39 - 43,41 - 56
5/8/2023,Mango Raw,1kg,34,39 - 43,41 - 56
5/9/2023,Mango Raw,1kg,34,39 - 43,41 - 56
5/10/2023,Mango Raw,1kg,34,39 - 43,41 - 56
1/26/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
1/27/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
1/28/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
1/29/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
1/30/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
1/31/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
2/1/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
2/2/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
2/3/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
2/4/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
2/5/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
2/6/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
2/7/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
2/8/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
2/9/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
2/10/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
2/11/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
2/12/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/13/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/14/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
2/15/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
2/16/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
2/17/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
2/18/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
2/19/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
2/20/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/21/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/22/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/23/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/24/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/25/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/26/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/27/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
2/28/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
3/1/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
3/2/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
3/3/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
3/4/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/5/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/6/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/7/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
3/8/2022,Mint Leaves,1kg,9,11-Oct,15-Nov
3/9/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/10/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/11/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/12/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/13/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/14/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/15/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/16/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/17/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
3/18/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
3/19/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
3/20/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/21/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/22/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
3/23/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
3/24/2022,Mint Leaves,1kg,10,13-Dec,17-Dec
3/25/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/26/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/27/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
3/28/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/29/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/30/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
3/31/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
4/1/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
4/2/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
4/3/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
4/4/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/5/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/6/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/7/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
4/8/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
4/9/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
4/10/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/11/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/12/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/13/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/14/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/15/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/16/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/17/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
4/18/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
4/19/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
4/20/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
4/21/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
4/22/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
4/23/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
4/24/2022,Mint Leaves,1kg,4,5-May,7-May
4/25/2022,Mint Leaves,1kg,4,5-May,7-May
4/26/2022,Mint Leaves,1kg,4,5-May,7-May
4/27/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/28/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/29/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
4/30/2022,Mint Leaves,1kg,4,5-May,7-May
5/1/2022,Mint Leaves,1kg,4,5-May,7-May
5/2/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/3/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/4/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/5/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/6/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/7/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/8/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/9/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/10/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/11/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/12/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/13/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/14/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/15/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/16/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/17/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
5/18/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/19/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/20/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/21/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/22/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/23/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/24/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
5/25/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/26/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/27/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/28/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/29/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/30/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
5/31/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/1/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/2/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/3/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/4/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/5/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/6/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/7/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/8/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/9/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/10/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/11/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/12/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/13/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/14/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/15/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/16/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/17/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/18/2022,Mint Leaves,1kg,4,5-May,7-May
6/19/2022,Mint Leaves,1kg,4,5-May,7-May
6/20/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/21/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/22/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/23/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/24/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/25/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/26/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
6/27/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/28/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/29/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
6/30/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/1/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/2/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/3/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/4/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/5/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/6/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/7/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/8/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/9/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/10/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/11/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
7/12/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/13/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/14/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/15/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/16/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/17/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/18/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/19/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/20/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
7/21/2022,Mint Leaves,1kg,4,5-May,7-May
7/22/2022,Mint Leaves,1kg,4,5-May,7-May
7/23/2022,Mint Leaves,1kg,4,5-May,7-May
7/24/2022,Mint Leaves,1kg,4,5-May,7-May
7/25/2022,Mint Leaves,1kg,4,5-May,7-May
7/26/2022,Mint Leaves,1kg,4,5-May,7-May
7/27/2022,Mint Leaves,1kg,4,5-May,7-May
7/28/2022,Mint Leaves,1kg,4,5-May,7-May
7/29/2022,Mint Leaves,1kg,4,5-May,7-May
7/30/2022,Mint Leaves,1kg,4,5-May,7-May
7/31/2022,Mint Leaves,1kg,4,5-May,7-May
8/1/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/2/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/3/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/4/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/5/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/6/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/7/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/8/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/9/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/10/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/11/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/12/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/13/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/14/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/15/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/16/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/17/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/18/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
8/19/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
8/20/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
8/21/2022,Mint Leaves,1kg,4,5-May,7-May
8/22/2022,Mint Leaves,1kg,4,5-May,7-May
8/23/2022,Mint Leaves,1kg,4,5-May,7-May
8/24/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
8/25/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
8/26/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/27/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/28/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/29/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/30/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
8/31/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/1/2022,Mint Leaves,1kg,4,5-May,7-May
9/2/2022,Mint Leaves,1kg,4,5-May,7-May
9/3/2022,Mint Leaves,1kg,4,5-May,7-May
9/4/2022,Mint Leaves,1kg,4,5-May,7-May
9/5/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/6/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/7/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/8/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/9/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/10/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/11/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/12/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/13/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/14/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/15/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/16/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/17/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/18/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
9/19/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/20/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/21/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/22/2022,Mint Leaves,1kg,4,5-May,7-May
9/23/2022,Mint Leaves,1kg,4,5-May,7-May
9/24/2022,Mint Leaves,1kg,4,5-May,7-May
9/25/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
9/26/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
9/27/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
9/28/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/29/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
9/30/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
10/1/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
10/2/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
10/3/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/4/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/5/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/6/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/7/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/8/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
10/9/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
10/10/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
10/11/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
10/12/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
10/13/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
10/14/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
10/15/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
10/16/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
10/17/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
10/18/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/19/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/20/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/21/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/22/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/23/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/24/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/25/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/26/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
10/27/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/28/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/29/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/30/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
10/31/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
11/1/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
11/2/2022,Mint Leaves,1kg,8,10-Sep,13-Oct
11/3/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/4/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/5/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/6/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/7/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/8/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/9/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/10/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/11/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/12/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/13/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/14/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/15/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/16/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/17/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
11/18/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/19/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/20/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/21/2022,Mint Leaves,1kg,4,5-May,7-May
11/22/2022,Mint Leaves,1kg,4,5-May,7-May
11/23/2022,Mint Leaves,1kg,4,5-May,7-May
11/24/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/25/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/26/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/27/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
11/28/2022,Mint Leaves,1kg,4,5-May,7-May
11/29/2022,Mint Leaves,1kg,4,5-May,7-May
11/30/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
12/1/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
12/2/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
12/3/2022,Mint Leaves,1kg,4,5-May,7-May
12/4/2022,Mint Leaves,1kg,4,5-May,7-May
12/5/2022,Mint Leaves,1kg,4,5-May,7-May
12/6/2022,Mint Leaves,1kg,4,5-May,7-May
12/7/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
12/8/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
12/9/2022,Mint Leaves,1kg,5,6-Jun,8-Jun
12/10/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/11/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/12/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/13/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/14/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/15/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/16/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/17/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/18/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/19/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/20/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/21/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/22/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
12/23/2022,Mint Leaves,1kg,7,9-Aug,12-Aug
